0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:38 +0900] "GET /test/resources/js/d3.min.js HTTP/1.1" 200 3661
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:38 +0900] "GET /test/resources/fonts/FuturaLT-Book.ttf HTTP/1.1" 200 22384
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:38 +0900] "GET /test/resources/plugins/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/images/2.jpg HTTP/1.1" 200 5817
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/images/3.jpg HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/images/5.jpg HTTP/1.1" 200 9305
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/images/4.jpg HTTP/1.1" 200 7451
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/images/1.jpg HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 200 1236992
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 206 9384
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:39 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 206 1597440
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:40 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 206 6520832
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:40 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 206 168
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:44 +0900] "GET /test/join.do HTTP/1.1" 200 12439
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:46 +0900] "GET /favicon.ico HTTP/1.1" 404 1126
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:35:54 +0900] "GET /test/idChk.do?id=lotus526 HTTP/1.1" 500 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:00 +0900] "GET /test/resources/styles/bootstrap-4.1.2/popper.js.map HTTP/1.1" 404 1182
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:00 +0900] "GET /test/resources/styles/bootstrap-4.1.2/bootstrap.min.js.map HTTP/1.1" 404 1189
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:00 +0900] "GET /test/resources/plugins/progressbar/progressbar.min.js.map HTTP/1.1" 404 1188
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:00 +0900] "GET /test/resources/styles/bootstrap-4.1.2/bootstrap.min.css.map HTTP/1.1" 404 1190
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:34 +0900] "GET /test/home.do HTTP/1.1" 200 16304
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:35 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 206 196608
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:35 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:41 +0900] "GET /test/heartShop.do HTTP/1.1" 200 10956
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:36:41 +0900] "GET /test/resources/images/heart.png HTTP/1.1" 200 4948
0:0:0:0:0:0:0:1 - - [08/Aug/2019:09:40:34 +0900] "GET /test/join.do HTTP/1.1" 200 12439
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:27 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:28 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:29 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:29 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:29 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:29 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:31 +0900] "GET /test/join.do HTTP/1.1" 200 12410
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:39 +0900] "GET /test/idChk.do?id=lotus526 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:26:40 +0900] "GET /test/idChk.do?id=lotus526 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:27:01 +0900] "GET /test/sendEmail.do?email=lotus526@naver.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:28:04 +0900] "GET /test/sendEmail.do?email=lotus526@naver.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:28:06 +0900] "GET /test/sendEmail.do?email=lotus526@naver.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:52 +0900] "GET /test/home.do HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:53 +0900] "GET /test/home.do HTTP/1.1" 200 16316
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:53 +0900] "GET /test/join.do HTTP/1.1" 200 12410
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:53 +0900] "GET /test/resources/styles/main_styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:54 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:33:54 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:02 +0900] "GET /test/join.do HTTP/1.1" 200 12410
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:02 +0900] "GET /test/resources/js/register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:16 +0900] "GET /test/sendEmail.do?email=lotus526@naver.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:42 +0900] "GET /test/idChk.do?id=lotus526 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:42 +0900] "GET /test/idChk.do?id=lotus526 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:34:52 +0900] "GET /test/emailCheck.do?ranNumPass=997JYFU7 HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:12 +0900] "POST /test/register.do HTTP/1.1" 200 5787
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:12 +0900] "GET /test/resources/js/login.js HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:18 +0900] "POST /test/home.do HTTP/1.1" 200 5788
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:26 +0900] "POST /test/home.do HTTP/1.1" 200 16312
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:26 +0900] "GET /test/resources/videos/index.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:26 +0900] "GET /test/images/extra.jpg HTTP/1.1" 404 1144
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:38 +0900] "GET /test/heartShop.do HTTP/1.1" 200 11666
0:0:0:0:0:0:0:1 - - [08/Aug/2019:10:35:38 +0900] "GET /test/resources/images/heart.png HTTP/1.1" 304 -
